timestamp_utc,gateway,unit,volt_v,current_a,power_kw,freq_hz,pf,kwh_import,ok,error
2025-12-13T18:10:27Z,192.168.1.100:502,31,,,,,,,False,exception 0x0B
2025-12-13T18:10:27Z,192.168.1.100:502,32,,,,,,,False,exception 0x0B
2025-12-13T18:10:57Z,192.168.1.101:502,1,231.980,0.050,0.007,50.000,0.630,1611.71,True,
2025-12-13T18:10:57Z,192.168.1.101:502,2,230.190,0.053,0.005,50.000,0.450,674.04,True,
2025-12-13T18:10:57Z,192.168.1.101:502,3,229.490,0.046,0.004,50.000,0.000,586.18,True,
2025-12-13T18:10:57Z,192.168.1.101:502,4,231.890,0.000,0.000,50.000,0.000,109.56,True,
2025-12-13T18:10:57Z,192.168.1.101:502,5,230.370,0.052,0.005,50.000,0.360,196.39,True,
2025-12-13T18:10:57Z,192.168.1.101:502,6,231.560,0.048,0.005,50.000,0.360,137.03,True,
2025-12-13T18:10:57Z,192.168.1.101:502,7,,,,,,,False,exception 0x0B
2025-12-13T18:10:57Z,192.168.1.101:502,8,,,,,,,False,exception 0x0B
2025-12-13T18:10:57Z,192.168.1.101:502,9,,,,,,,False,exception 0x0B
2025-12-13T18:10:57Z,192.168.1.101:502,10,,,,,,,False,exception 0x0B
2025-12-13T18:10:57Z,192.168.1.101:502,11,,,,,,,False,exception 0x0B
2025-12-13T18:10:57Z,192.168.1.101:502,12,,,,,,,False,exception 0x0B
2025-12-13T18:10:57Z,192.168.1.101:502,13,,,,,,,False,exception 0x0B
2025-12-13T18:10:57Z,192.168.1.101:502,14,,,,,,,False,exception 0x0B
2025-12-13T18:10:57Z,192.168.1.101:502,15,,,,,,,False,exception 0x0B
2025-12-13T18:10:57Z,192.168.1.101:502,16,,,,,,,False,exception 0x0B
2025-12-13T18:10:57Z,192.168.1.101:502,17,,,,,,,False,exception 0x0B
2025-12-13T18:10:57Z,192.168.1.101:502,18,,,,,,,False,exception 0x0B
2025-12-13T18:10:57Z,192.168.1.101:502,19,,,,,,,False,exception 0x0B
2025-12-13T18:10:57Z,192.168.1.101:502,20,,,,,,,False,exception 0x0B
2025-12-13T18:10:57Z,192.168.1.101:502,21,,,,,,,False,exception 0x0B
2025-12-13T18:10:57Z,192.168.1.101:502,22,,,,,,,False,exception 0x0B
2025-12-13T18:10:57Z,192.168.1.101:502,23,,,,,,,False,exception 0x0B
2025-12-13T18:10:57Z,192.168.1.101:502,24,,,,,,,False,exception 0x0B
2025-12-13T18:10:57Z,192.168.1.101:502,25,,,,,,,False,exception 0x0B
2025-12-13T18:10:57Z,192.168.1.101:502,26,,,,,,,False,exception 0x0B
2025-12-13T18:10:57Z,192.168.1.101:502,27,,,,,,,False,exception 0x0B
2025-12-13T18:10:57Z,192.168.1.101:502,28,,,,,,,False,exception 0x0B
2025-12-13T18:10:57Z,192.168.1.101:502,29,,,,,,,False,exception 0x0B
2025-12-13T18:10:57Z,192.168.1.101:502,30,,,,,,,False,exception 0x0B
2025-12-13T18:10:57Z,192.168.1.101:502,31,,,,,,,False,exception 0x0B
2025-12-13T18:10:57Z,192.168.1.101:502,32,,,,,,,False,exception 0x0B
2025-12-13T18:11:27Z,192.168.1.102:502,1,,,,,,,False,exception 0x0B
2025-12-13T18:11:27Z,192.168.1.102:502,2,,,,,,,False,exception 0x0B
2025-12-13T18:11:27Z,192.168.1.102:502,3,,,,,,,False,exception 0x0B
2025-12-13T18:11:27Z,192.168.1.102:502,4,,,,,,,False,exception 0x0B
2025-12-13T18:11:27Z,192.168.1.102:502,5,,,,,,,False,exception 0x0B
2025-12-13T18:11:27Z,192.168.1.102:502,6,,,,,,,False,exception 0x0B
2025-12-13T18:11:27Z,192.168.1.102:502,7,,,,,,,False,exception 0x0B
2025-12-13T18:11:27Z,192.168.1.102:502,8,,,,,,,False,exception 0x0B
2025-12-13T18:11:27Z,192.168.1.102:502,9,,,,,,,False,exception 0x0B
2025-12-13T18:11:27Z,192.168.1.102:502,10,,,,,,,False,exception 0x0B
2025-12-13T18:11:27Z,192.168.1.102:502,11,,,,,,,False,exception 0x0B
2025-12-13T18:11:27Z,192.168.1.102:502,12,,,,,,,False,exception 0x0B
2025-12-13T18:11:27Z,192.168.1.102:502,13,,,,,,,False,exception 0x0B
2025-12-13T18:11:27Z,192.168.1.102:502,14,,,,,,,False,exception 0x0B
2025-12-13T18:11:27Z,192.168.1.102:502,15,,,,,,,False,exception 0x0B
2025-12-13T18:11:27Z,192.168.1.102:502,16,,,,,,,False,exception 0x0B
2025-12-13T18:11:27Z,192.168.1.102:502,17,,,,,,,False,exception 0x0B
2025-12-13T18:11:27Z,192.168.1.102:502,18,,,,,,,False,exception 0x0B
2025-12-13T18:11:27Z,192.168.1.102:502,19,,,,,,,False,exception 0x0B
2025-12-13T18:11:27Z,192.168.1.102:502,20,,,,,,,False,exception 0x0B
2025-12-13T18:11:27Z,192.168.1.102:502,21,,,,,,,False,exception 0x0B
2025-12-13T18:11:27Z,192.168.1.102:502,22,,,,,,,False,exception 0x0B
2025-12-13T18:11:27Z,192.168.1.102:502,23,,,,,,,False,exception 0x0B
2025-12-13T18:11:27Z,192.168.1.102:502,24,231.380,0.051,0.005,50.000,0.450,296.71,True,
2025-12-13T18:11:27Z,192.168.1.102:502,25,230.050,0.046,0.000,50.000,0.000,599.09,True,
2025-12-13T18:11:27Z,192.168.1.102:502,26,,,,,,,False,exception 0x0B
2025-12-13T18:11:27Z,192.168.1.102:502,27,,,,,,,False,exception 0x0B
2025-12-13T18:11:27Z,192.168.1.102:502,28,,,,,,,False,exception 0x0B
2025-12-13T18:11:27Z,192.168.1.102:502,29,,,,,,,False,exception 0x0B
2025-12-13T18:11:27Z,192.168.1.102:502,30,,,,,,,False,exception 0x0B
2025-12-13T18:11:27Z,192.168.1.102:502,31,,,,,,,False,exception 0x0B
2025-12-13T18:11:27Z,192.168.1.102:502,32,,,,,,,False,exception 0x0B
2025-12-13T18:11:50Z,192.168.1.103:502,1,,,,,,,False,exception 0x0B
2025-12-13T18:11:50Z,192.168.1.103:502,2,229.760,0.057,0.000,50.000,0.000,1967.04,True,
2025-12-13T18:11:50Z,192.168.1.103:502,3,229.930,0.000,0.000,50.000,0.000,0.00,True,
2025-12-13T18:11:50Z,192.168.1.103:502,4,,,,,,,False,exception 0x0B
2025-12-13T18:11:50Z,192.168.1.103:502,5,,,,,,,False,exception 0x0B
2025-12-13T18:11:50Z,192.168.1.103:502,6,,,,,,,False,exception 0x0B
2025-12-13T18:11:50Z,192.168.1.103:502,7,,,,,,,False,exception 0x0B
2025-12-13T18:11:50Z,192.168.1.103:502,8,,,,,,,False,exception 0x0B
2025-12-13T18:11:50Z,192.168.1.103:502,9,,,,,,,False,exception 0x0B
2025-12-13T18:11:50Z,192.168.1.103:502,10,,,,,,,False,exception 0x0B
2025-12-13T18:11:50Z,192.168.1.103:502,11,,,,,,,False,exception 0x0B
2025-12-13T18:11:50Z,192.168.1.103:502,12,,,,,,,False,exception 0x0B
2025-12-13T18:11:50Z,192.168.1.103:502,13,,,,,,,False,exception 0x0B
2025-12-13T18:11:50Z,192.168.1.103:502,14,,,,,,,False,exception 0x0B
2025-12-13T18:11:50Z,192.168.1.103:502,15,,,,,,,False,exception 0x0B
2025-12-13T18:11:50Z,192.168.1.103:502,16,,,,,,,False,exception 0x0B
2025-12-13T18:11:50Z,192.168.1.103:502,17,,,,,,,False,exception 0x0B
2025-12-13T18:11:50Z,192.168.1.103:502,18,,,,,,,False,exception 0x0B
2025-12-13T18:11:50Z,192.168.1.103:502,19,,,,,,,False,exception 0x0B
2025-12-13T18:11:50Z,192.168.1.103:502,20,,,,,,,False,exception 0x0B
2025-12-13T18:11:50Z,192.168.1.103:502,21,,,,,,,False,exception 0x0B
2025-12-13T18:11:50Z,192.168.1.103:502,22,,,,,,,False,exception 0x0B
2025-12-13T18:11:50Z,192.168.1.103:502,23,,,,,,,False,exception 0x0B
2025-12-13T18:11:50Z,192.168.1.103:502,24,,,,,,,False,exception 0x0B
2025-12-13T18:11:50Z,192.168.1.103:502,25,,,,,,,False,exception 0x0B
2025-12-13T18:11:50Z,192.168.1.103:502,26,,,,,,,False,exception 0x0B
2025-12-13T18:11:50Z,192.168.1.103:502,27,,,,,,,False,exception 0x0B
2025-12-13T18:11:50Z,192.168.1.103:502,28,,,,,,,False,exception 0x0B
2025-12-13T18:11:50Z,192.168.1.103:502,29,,,,,,,False,exception 0x0B
2025-12-13T18:11:50Z,192.168.1.103:502,30,,,,,,,False,exception 0x0B
2025-12-13T18:11:50Z,192.168.1.103:502,31,,,,,,,False,exception 0x0B
2025-12-13T18:11:50Z,192.168.1.103:502,32,,,,,,,False,exception 0x0B
2025-12-13T18:14:26Z,192.168.1.100:502,0,,,,,,,False,timed out
2025-12-13T18:14:28Z,192.168.1.101:502,0,,,,,,,False,timed out
2025-12-13T18:14:30Z,192.168.1.102:502,0,,,,,,,False,timed out
2025-12-13T18:14:32Z,192.168.1.103:502,0,,,,,,,False,timed out
2025-12-13T18:15:02Z,192.168.1.100:502,1,232.980,0.000,0.000,50.000,0.000,0.00,True,
2025-12-13T18:15:02Z,192.168.1.100:502,2,236.400,0.000,0.000,50.000,0.000,0.00,True,
2025-12-13T18:15:02Z,192.168.1.100:502,3,219.190,0.000,0.000,50.000,0.000,0.00,True,
2025-12-13T18:15:02Z,192.168.1.100:502,4,236.380,0.000,0.000,50.000,0.000,0.00,True,
2025-12-13T18:15:02Z,192.168.1.100:502,5,219.130,0.000,0.000,50.000,0.000,0.00,True,
2025-12-13T18:15:02Z,192.168.1.100:502,6,,,,,,,False,exception 0x0B
2025-12-13T18:15:02Z,192.168.1.100:502,7,,,,,,,False,exception 0x0B
2025-12-13T18:15:02Z,192.168.1.100:502,8,,,,,,,False,exception 0x0B
2025-12-13T18:15:02Z,192.168.1.100:502,9,,,,,,,False,exception 0x0B
2025-12-13T18:15:02Z,192.168.1.100:502,10,,,,,,,False,exception 0x0B
2025-12-13T18:15:02Z,192.168.1.100:502,11,,,,,,,False,exception 0x0B
2025-12-13T18:15:02Z,192.168.1.100:502,12,,,,,,,False,exception 0x0B
2025-12-13T18:15:02Z,192.168.1.100:502,13,,,,,,,False,exception 0x0B
2025-12-13T18:15:02Z,192.168.1.100:502,14,,,,,,,False,exception 0x0B
2025-12-13T18:15:02Z,192.168.1.100:502,15,,,,,,,False,exception 0x0B
2025-12-13T18:15:02Z,192.168.1.100:502,16,,,,,,,False,exception 0x0B
2025-12-13T18:15:02Z,192.168.1.100:502,17,,,,,,,False,exception 0x0B
2025-12-13T18:15:02Z,192.168.1.100:502,18,,,,,,,False,exception 0x0B
2025-12-13T18:15:02Z,192.168.1.100:502,19,,,,,,,False,exception 0x0B
2025-12-13T18:15:02Z,192.168.1.100:502,20,,,,,,,False,exception 0x0B
2025-12-13T18:15:02Z,192.168.1.100:502,21,,,,,,,False,exception 0x0B
2025-12-13T18:15:02Z,192.168.1.100:502,22,,,,,,,False,exception 0x0B
2025-12-13T18:15:02Z,192.168.1.100:502,23,,,,,,,False,exception 0x0B
2025-12-13T18:15:02Z,192.168.1.100:502,24,,,,,,,False,exception 0x0B
2025-12-13T18:15:02Z,192.168.1.100:502,25,,,,,,,False,exception 0x0B
2025-12-13T18:15:02Z,192.168.1.100:502,26,,,,,,,False,exception 0x0B
2025-12-13T18:15:02Z,192.168.1.100:502,27,,,,,,,False,exception 0x0B
2025-12-13T18:15:02Z,192.168.1.100:502,28,,,,,,,False,exception 0x0B
2025-12-13T18:15:02Z,192.168.1.100:502,29,,,,,,,False,exception 0x0B
2025-12-13T18:15:02Z,192.168.1.100:502,30,,,,,,,False,exception 0x0B
2025-12-13T18:15:02Z,192.168.1.100:502,31,,,,,,,False,exception 0x0B
2025-12-13T18:15:02Z,192.168.1.100:502,32,,,,,,,False,exception 0x0B
2025-12-13T18:15:28Z,192.168.1.101:502,1,236.140,0.052,0.008,50.000,0.660,1611.71,True,
2025-12-13T18:15:28Z,192.168.1.101:502,2,218.610,0.053,0.005,50.000,0.450,674.04,True,
2025-12-13T18:15:28Z,192.168.1.101:502,3,232.480,0.047,0.004,50.000,0.400,586.18,True,
2025-12-13T18:15:28Z,192.168.1.101:502,4,236.180,0.000,0.000,50.000,0.000,109.56,True,
2025-12-13T18:15:28Z,192.168.1.101:502,5,218.840,0.053,0.005,50.000,0.450,196.39,True,
2025-12-13T18:15:28Z,192.168.1.101:502,6,236.040,0.050,0.004,50.000,0.360,137.03,True,
2025-12-13T18:15:28Z,192.168.1.101:502,7,,,,,,,False,exception 0x0B
2025-12-13T18:15:28Z,192.168.1.101:502,8,,,,,,,False,exception 0x0B
2025-12-13T18:15:28Z,192.168.1.101:502,9,,,,,,,False,exception 0x0B
2025-12-13T18:15:28Z,192.168.1.101:502,10,,,,,,,False,exception 0x0B
2025-12-13T18:15:28Z,192.168.1.101:502,11,,,,,,,False,exception 0x0B
2025-12-13T18:15:28Z,192.168.1.101:502,12,,,,,,,False,exception 0x0B
2025-12-13T18:15:28Z,192.168.1.101:502,13,,,,,,,False,exception 0x0B
2025-12-13T18:15:28Z,192.168.1.101:502,14,,,,,,,False,exception 0x0B
2025-12-13T18:15:28Z,192.168.1.101:502,15,,,,,,,False,exception 0x0B
2025-12-13T18:15:28Z,192.168.1.101:502,16,,,,,,,False,exception 0x0B
2025-12-13T18:15:28Z,192.168.1.101:502,17,,,,,,,False,exception 0x0B
2025-12-13T18:15:28Z,192.168.1.101:502,18,,,,,,,False,exception 0x0B
2025-12-13T18:15:28Z,192.168.1.101:502,19,,,,,,,False,exception 0x0B
2025-12-13T18:15:28Z,192.168.1.101:502,20,,,,,,,False,exception 0x0B
2025-12-13T18:15:28Z,192.168.1.101:502,21,,,,,,,False,exception 0x0B
2025-12-13T18:15:28Z,192.168.1.101:502,22,,,,,,,False,exception 0x0B
2025-12-13T18:15:28Z,192.168.1.101:502,23,,,,,,,False,exception 0x0B
2025-12-13T18:15:28Z,192.168.1.101:502,24,,,,,,,False,exception 0x0B
2025-12-13T18:15:28Z,192.168.1.101:502,25,,,,,,,False,exception 0x0B
2025-12-13T18:15:28Z,192.168.1.101:502,26,,,,,,,False,exception 0x0B
2025-12-13T18:15:28Z,192.168.1.101:502,27,,,,,,,False,exception 0x0B
2025-12-13T18:15:28Z,192.168.1.101:502,28,,,,,,,False,exception 0x0B
2025-12-13T18:15:28Z,192.168.1.101:502,29,,,,,,,False,exception 0x0B
2025-12-13T18:15:28Z,192.168.1.101:502,30,,,,,,,False,exception 0x0B
2025-12-13T18:15:28Z,192.168.1.101:502,31,,,,,,,False,exception 0x0B
2025-12-13T18:15:28Z,192.168.1.101:502,32,,,,,,,False,exception 0x0B
2025-12-13T18:15:56Z,192.168.1.102:502,1,,,,,,,False,exception 0x0B
2025-12-13T18:15:56Z,192.168.1.102:502,2,,,,,,,False,exception 0x0B
2025-12-13T18:15:56Z,192.168.1.102:502,3,,,,,,,False,exception 0x0B
2025-12-13T18:15:56Z,192.168.1.102:502,4,,,,,,,False,exception 0x0B
2025-12-13T18:15:56Z,192.168.1.102:502,5,,,,,,,False,exception 0x0B
2025-12-13T18:15:56Z,192.168.1.102:502,6,,,,,,,False,exception 0x0B
2025-12-13T18:15:56Z,192.168.1.102:502,7,,,,,,,False,exception 0x0B
2025-12-13T18:15:56Z,192.168.1.102:502,8,,,,,,,False,exception 0x0B
2025-12-13T18:15:56Z,192.168.1.102:502,9,,,,,,,False,exception 0x0B
2025-12-13T18:15:56Z,192.168.1.102:502,10,,,,,,,False,exception 0x0B
2025-12-13T18:15:56Z,192.168.1.102:502,11,,,,,,,False,exception 0x0B
2025-12-13T18:15:56Z,192.168.1.102:502,12,,,,,,,False,exception 0x0B
2025-12-13T18:15:56Z,192.168.1.102:502,13,,,,,,,False,exception 0x0B
2025-12-13T18:15:56Z,192.168.1.102:502,14,,,,,,,False,exception 0x0B
2025-12-13T18:15:56Z,192.168.1.102:502,15,,,,,,,False,exception 0x0B
2025-12-13T18:15:56Z,192.168.1.102:502,16,,,,,,,False,exception 0x0B
2025-12-13T18:15:56Z,192.168.1.102:502,17,,,,,,,False,exception 0x0B
2025-12-13T18:15:56Z,192.168.1.102:502,18,,,,,,,False,exception 0x0B
2025-12-13T18:15:56Z,192.168.1.102:502,19,,,,,,,False,exception 0x0B
2025-12-13T18:15:56Z,192.168.1.102:502,20,,,,,,,False,exception 0x0B
2025-12-13T18:15:56Z,192.168.1.102:502,21,,,,,,,False,exception 0x0B
2025-12-13T18:15:56Z,192.168.1.102:502,22,,,,,,,False,exception 0x0B
2025-12-13T18:15:56Z,192.168.1.102:502,23,,,,,,,False,exception 0x0B
2025-12-13T18:15:56Z,192.168.1.102:502,24,235.920,0.050,0.004,50.000,0.360,296.72,True,
2025-12-13T18:15:56Z,192.168.1.102:502,25,217.520,23.990,5.206,50.000,0.990,599.27,True,
2025-12-13T18:15:56Z,192.168.1.102:502,26,,,,,,,False,exception 0x0B
2025-12-13T18:15:56Z,192.168.1.102:502,27,,,,,,,False,exception 0x0B
2025-12-13T18:15:56Z,192.168.1.102:502,28,,,,,,,False,exception 0x0B
2025-12-13T18:15:56Z,192.168.1.102:502,29,,,,,,,False,exception 0x0B
2025-12-13T18:15:56Z,192.168.1.102:502,30,,,,,,,False,exception 0x0B
2025-12-13T18:15:56Z,192.168.1.102:502,31,,,,,,,False,exception 0x0B
2025-12-13T18:15:56Z,192.168.1.102:502,32,,,,,,,False,exception 0x0B
2025-12-13T18:16:20Z,192.168.1.103:502,1,,,,,,,False,exception 0x0B
2025-12-13T18:16:20Z,192.168.1.103:502,2,217.730,0.056,0.000,50.000,0.000,1967.04,True,
2025-12-13T18:16:20Z,192.168.1.103:502,3,231.840,0.000,0.000,49.900,0.000,0.00,True,
2025-12-13T18:16:20Z,192.168.1.103:502,4,,,,,,,False,exception 0x0B
2025-12-13T18:16:20Z,192.168.1.103:502,5,,,,,,,False,exception 0x0B
2025-12-13T18:16:20Z,192.168.1.103:502,6,,,,,,,False,exception 0x0B
2025-12-13T18:16:20Z,192.168.1.103:502,7,,,,,,,False,exception 0x0B
2025-12-13T18:16:20Z,192.168.1.103:502,8,,,,,,,False,exception 0x0B
2025-12-13T18:16:20Z,192.168.1.103:502,9,,,,,,,False,exception 0x0B
2025-12-13T18:16:20Z,192.168.1.103:502,10,,,,,,,False,exception 0x0B
2025-12-13T18:16:20Z,192.168.1.103:502,11,,,,,,,False,exception 0x0B
2025-12-13T18:16:20Z,192.168.1.103:502,12,,,,,,,False,exception 0x0B
2025-12-13T18:16:20Z,192.168.1.103:502,13,,,,,,,False,exception 0x0B
2025-12-13T18:16:20Z,192.168.1.103:502,14,,,,,,,False,exception 0x0B
2025-12-13T18:16:20Z,192.168.1.103:502,15,,,,,,,False,exception 0x0B
2025-12-13T18:16:20Z,192.168.1.103:502,16,,,,,,,False,exception 0x0B
2025-12-13T18:16:20Z,192.168.1.103:502,17,,,,,,,False,exception 0x0B
2025-12-13T18:16:20Z,192.168.1.103:502,18,,,,,,,False,exception 0x0B
2025-12-13T18:16:20Z,192.168.1.103:502,19,,,,,,,False,exception 0x0B
2025-12-13T18:16:20Z,192.168.1.103:502,20,,,,,,,False,exception 0x0B
2025-12-13T18:16:20Z,192.168.1.103:502,21,,,,,,,False,exception 0x0B
2025-12-13T18:16:20Z,192.168.1.103:502,22,,,,,,,False,exception 0x0B
2025-12-13T18:16:20Z,192.168.1.103:502,23,,,,,,,False,exception 0x0B
2025-12-13T18:16:20Z,192.168.1.103:502,24,,,,,,,False,exception 0x0B
2025-12-13T18:16:20Z,192.168.1.103:502,25,,,,,,,False,exception 0x0B
2025-12-13T18:16:20Z,192.168.1.103:502,26,,,,,,,False,exception 0x0B
2025-12-13T18:16:20Z,192.168.1.103:502,27,,,,,,,False,exception 0x0B
2025-12-13T18:16:20Z,192.168.1.103:502,28,,,,,,,False,exception 0x0B
2025-12-13T18:16:20Z,192.168.1.103:502,29,,,,,,,False,exception 0x0B
2025-12-13T18:16:20Z,192.168.1.103:502,30,,,,,,,False,exception 0x0B
2025-12-13T18:16:20Z,192.168.1.103:502,31,,,,,,,False,exception 0x0B
2025-12-13T18:16:20Z,192.168.1.103:502,32,,,,,,,False,exception 0x0B
